id	name	rarity	description	requirements	effects	end
1004	Brigands have taken advantage 	2	Brigands have taken advantage of the lawlessness of the land and have gained a permanent foothold. [Brigand Lair]	land 1|chaos 3|rare 50|freesites 1	newsite -1	
1005	Brigands have taken advantage 	2	Brigands have taken advantage of the lawlessness of the land and have gained a permanent foothold. [Brigand Lair]	land 1|chaos 1|rare 10|freesites 1	newsite -1	
1006	A warrior has come to train at	-2	A warrior has come to train at the Academy of War. [Academy of War]	foundsite 1	nation -2|com 2323	
1007	A warrior has come to train at	-2	A warrior has come to train at the Academy of War. [Academy of War]	foundsite 1	nation -2|com 2325	
1008	A mage has come to learn the s	-2	A mage has come to learn the secrets of pyromancy. [The Citadel of Pyriphlegeton]	foundsite 1	nation -2|com 2329|addequip 2	
1009	Crime has taken root in the pr	2	Crime has taken root in the province.	chaos 3|minpop 50	landgold -10	
1010	Corruption flourishes.	2	Corruption flourishes.	chaos 2|minpop 50	landgold -8	
1011	The crust of the earth has cra	-2	The crust of the earth has cracked open. Strange lights dance in the deep. [Chasm of Strange Lights]	chaos 3|luck 3|freesites 1|land 1	newsite -1	
1012	The seabed has cracked open, c	-2	The seabed has cracked open, creating a rift aglow with mystical fire. [Fire Rift]	chaos 3|luck 3|freesites 1|land 0	newsite -1	
1013	A thermal vent has opened in t	-2	A thermal vent has opened in the bedrock of the ocean floor. [Thermal Vent]	chaos 3|luck 3|freesites 1|land 0	newsite -1|decscale Cold	
1014	Currents in the deep have turn	-2	Currents in the deep have turned unnaturally cold. [Cold Currents]	chaos 3|luck 3|freesites 1|land 0|cold 1	newsite -1|incscale Cold	
1015	The Magma River has been swell	-2	The Magma River has been swelling. [Magma River]	foundsite 1|chaos 3|luck 3|magic 2	3d6vis F|decscale Cold	
1016	A powerful noble unfortunately	2	A powerful noble unfortunately has lawful claim to this land. He has now decided to pursue his right by arms.	era 3|order 2|land 1|rare 30|turn 15	com 23|10d6units 39|3d6units 22|com 302|addequip 1	
1017	A powerful noble unfortunately	2	A powerful noble unfortunately has lawful claim to this land. He has now decided to pursue his right by arms.	era 2|order 2|land 1|rare 30|turn 15	com 23|10d6units 19|3d6units 22|com 302|addequip 1	
1018	A powerful noble unfortunately	2	A powerful noble unfortunately has lawful claim to this sea. He has now decided to pursue his right by arms.	era 2|order 2|land 0|rare 30|turn 15	com 1060|10d6units 1066|3d6units 1060|com 1061|addequip 2	
1019	A powerful noble unfortunately	2	A powerful noble unfortunately has lawful claim to this sea. He has now decided to pursue his right by arms.	era 3|order 2|land 0|rare 30|turn 15	com 1060|10d6units 1066|3d6units 1060|com 1061|addequip 2	
1020	A knight has explored the Laby	-2	A knight has explored the Labyrinth of the Deeps. He returns with magical treasures. [Labyrinth of the Deeps]	foundsite 1|land 0|magic 0	nation -2|com 1060|addequip 2	
1021	A knight has explored the Laby	-2	A knight has explored the Labyrinth of the Deeps. He returns with magical treasures. [Labyrinth of the Deeps]	foundsite 1|land 0|magic 0	nation -2|com 1060|1d6vis S	
1022	A knight has explored the Laby	-2	A knight has explored the Labyrinth of the Deeps. He returns with magical treasures. [Labyrinth of the Deeps]	foundsite 1|land 0|magic 3	nation -2|com 1060|2d6vis S	
1023	A valiant knight has explored 	-2	A valiant knight has explored the Labyrinth of the Deeps. He returns with magical treasures. [Labyrinth of the Deeps]	foundsite 1|land 0|magic 0|luck 3	nation -2|com 1060|addequip 3|addequip 2	
1024	Your mage has explored the Gor	-2	Your mage has explored the Gorge of Mystery. Within, he found an object of power. [Gorge of Mystery]	foundsite 1|land 0|pathastral 1	magicitem 2	
1025	Your mage has explored the Gor	-2	Your mage has explored the Gorge of Mystery. Within, he found an object of power. And some astral pearls. [Gorge of Mystery]	pop0ok 1|foundsite 1|land 0|pathastral 1|luck 3	magicitem 3|1d6vis S	
1026	One of your mages has found a 	-2	One of your mages has found a cache of magic gems on the Plateau of Shards. [Plateau of Shards]	foundsite 1|land 0|pathearth 1|luck 2	1d6vis E	
1027	A hunter has seen hoofed creat	2	A hunter has seen hoofed creatures deep in the woods. Women have disappeared from the surrounding farmsteads, only to be found a few days later with addled minds and mysterious smiles on their lips. Unless dealt with, these disturbances are likely to continue.	forest 1|growth 0|chaos 2|noseason 3	stealthcom 227|8d6units 227|unrest 10|stealthcom 227	
1028	After a month of fasting and p	-2	After a month of fasting and prayer, one of the priests of ##godname## has strengthened his spiritual power.	temple 1|monster 240|dominion 3	holyboost 240	
1029	One of your servants has found	-2	One of your servants has found wisdom in the Windswept Catacombs. [Windswept Catacombs]	foundsite 1|monster 310|magic 2	deathboost 310	
1030	One of your servants has found	-2	One of your servants has found wisdom in the Crypt Underneath. [The Crypt Underneath]	foundsite 1|monster 310|magic 2	deathboost 310	
1031	One of your servants has found	-2	One of your servants has found wisdom in the Skull Temple. [Skull Temple]	foundsite 1|monster 310|magic 2|dominion 3	holyboost 310	
1032	Undead have emerged from The C	2	Undead have emerged from The Crypt Underneath. They have been stirred from their rest by an evil necromancer. [The Crypt Underneath]	pop0ok 1|foundsite 1|pop0ok 1	com 310|addequip 1|4d6units 618|com 625|2d6units 619	
1033	Ages past, an unholy empire ru	2	Ages past, an unholy empire ruled these lands. One of the catacombs from that time of darkness has now been opened, waking those that slept within... [Catacombs]	hiddensite 1|era 3	revealsite 1|com 253|addequip 1|10d6units 187|2com 257	
1034	One of your commanders venture	2	One of your commanders ventured into the catacombs and may not return. [Catacombs]	foundsite 1|unluck 1|era 3|commander 1	assassin 254	
1035	A magic item was retrieved fro	2	A magic item was retrieved from the catacombs. Shortly thereafter, the looter was punished for his deed by a spectre. [Catacombs]	foundsite 1|luck 2|rare 50|era 3|commander 1	assassin 254|curse 4|magicitem 4	
1036	A magic item was retrieved fro	2	A magic item was retrieved from the catacombs. Shortly thereafter, the looter was punished for his deed by a spectre. [Catacombs]	foundsite 1|era 3|commander 1	assassin 254|curse 4|magicitem 2	
1037	A necromancer has come to hear	-2	A necromancer has come to hear the whispers of the dead in the ancient catacombs. [Catacombs]	foundsite 1|magic 1|death 1|pop0ok 1	nation -2|com 310	
1038	Undead have emerged from The C	2	Undead have emerged from The Crypt in the Sand. They have been stirred from their rest by an evil necromancer. [Crypt in the Sand]	foundsite 1|pop0ok 1	com 310|addequip 1|4d6units 615|4com 617|2d6units 616	
1039	A small box decorated with run	2	A small box decorated with runes of warning was found in The Broken Maze. When opening it, one of your commanders was attacked by the soul trapped within. [The Broken Maze]	pop0ok 1|foundsite 1|commander 1	assassin 1540	
1040	An abbey has been founded. [Ab	-2	An abbey has been founded. [Abbey]	dominion 3|order 3|freesites 1|rare 50|era 2|land 1	newsite -1|incdom 1	
1041	The nuns at the abbey are usin	-1	The nuns at the abbey are using their knowledge to improve methods of farming. [Abbey]	foundsite 1|order 3|unique 4	landprod 5|landgold 10	
1042	A frog has turned into a man w	-2	A frog has turned into a man who claims to be a prince.	monster 2222|land 1|magic 2|era 2	killmon 2222|nation -2|com 2471	
1043	A barbarian leader has been sn	2	A barbarian leader has been snared by a devious enchantress. He now has delusions of returning his native land to the barbarian tribes.	turn 15|chaos -1|poptype 25|magic 1	com 147|2com 141|8d6units 140|com 363|addequip 1	
1044	A wounded adventurer has retur	-2	A wounded adventurer has returned from the deep forest. He speaks of a hidden ruined city filled with great magical power. Unfortunately he was befuddled by an evil elf on the way home and cannot find the way back. [The Forgotten City]	hiddensite 1|forest 1	nation -2|com 2325	
1045	A wounded adventurer has retur	2	A wounded adventurer has returned from the deep forest. He speaks of a hidden ruined city filled with great magical power. Unfortunately he was befuddled by an evil elf on the way home and cannot find the way back.	land 1|forest 1|rare 1	nation -2|com 2325	
1046	An apparently insane woman has	-2	An apparently insane woman has appeared in a village. She babbles about a strange opening. [Strange Opening]	hiddensite 1|rare 20		
1047	There are rumors about an anci	-2	There are rumors about an ancient temple deep in the mountains. They say its priests are now gone, but that their wisdom remains. [Temple of the All-Seeing Eye]	hiddensite 1|mountain 1		
1048	There are rumors about an anci	2	There are rumors about an ancient temple deep in the mountains. They say its priests are now gone, but that their wisdom remains.	rare 1|mountain 1		
1049	Frolicking elves have been sig	-2	Frolicking elves have been sighted in the woods. Their enchanted abode might be found by a sharp-eyed scout and used for better purpose. [Glen of Verdant Greenery]	hiddensite 1|magic 1|growth 1	decscale Drain	
1050	Frolicking elves have been sig	2	Frolicking elves have been sighted in the woods. Their enchanted abode might be found by a sharp-eyed scout and used for better purpose.	forest 1|magic 1|growth 1|rare 2	decscale Drain	
1051	Undead haunt the deserted vill	-2	Undead haunt the deserted villages close to the swamps. Some evil necromancer is surely at work here. [Haunted Village]	hiddensite 1|swamp 1|magic 0|death -1|hiddensite 1	revealsite 1|incscale Death|decscale Drain	
1052	An evil necromancer residing i	2	An evil necromancer residing in the swamp has been confronted! [Haunted Village]	foundsite 1|swamp 1|magic 0|death -1|turn 25	com 310|gainaff 549755813888|addequip 1|2d6units 619|4d6units 915|1d6units 2222	
1053	An amazon hero has appeared at	-1	An amazon hero has appeared at the castle gates. She seeks the legendary Forest of the Ape King, which she claims is located in this part of the world. [Forest of the Ape King]	nearbysite 1|land 1|fort 1	nation -2|com 348|addequip 2	
1054	Peasants revolt against the ex	2	Peasants revolt against the expensive city tolls and draconian laws regulating the sale of eggs, ham and other agricultural products. They are led by an instigator wielding a longbow.	land 1|order 3|minpop 100|turn 30|mountain 0	com 55|4com 1313|16d6units 1312|unrest 25|incscale Turmoil	
1055	A group of conjurers seems to 	-2	A group of conjurers seems to have moved to the province after fleeing persecution in a neighboring land. They are seclusive but may be willing to serve if found. [Black Tower]	hiddensite 1|luck 3|chaos 2|rare 50	decscale Drain	
1056	Last year a village was lain t	-2	Last year a village was lain to waste by plague. Recently, travelers have heard strange sounds from the deserted place at night. [Haunted Village]	land 1|death 1|magic 2|luck 2|freesites 1	newsite -1	
1057	The keep was built upon the ru	2	The keep was built upon the ruins of an old castle, said to be ruled by an evil lord. The dungeons from that dark time remain. Now, an old torture chamber has been found and one of the commanders was attacked by the ghost of the evil lord. Since then bloodcurdling screams can be heard from its empty vaults at night. [Haunted Torture Chamber]	fort 1|unluck 2|land 1|capital 0|freesites 1|commander 1	newsite -1|assassin 1541	
1058	The keep was built upon the ru	1	The keep was built upon the ruins of an old castle, said to be ruled by an evil lord. The dungeons from that dark time remain. Bloodcurdling screams are heard at night from the old, deserted torture chamber. At full moon one of the commanders was attacked by the ghost of an evildoer. [Haunted Torture Chamber]	foundsite 1|fort 1|capital 0|commander 1	assassin 566	
1059	An abundance of rules and regu	1	An abundance of rules and regulations are slowing down commerce.	order 2	taxboost -50	
1060	Records from the census of thi	1	Records from the census of this province have been lost in a conflagration.	turn 4|order 2|unluck 2|land 1	taxboost -80|landgold -10	
1061	An abundance of rules and regu	1	An abundance of rules and regulations are slowing down commerce.	order 2|unluck 1	taxboost -25	
1062	Records from the census of thi	1	Records from the census of this province have been lost.	order 2|unluck 1	taxboost -40|landgold -5	
1063	Food has been scarce this wint	1	Food has been scarce this winter and people are complaining about the imposed food rationing.	order 2|death 1|season 3	unrest 20|kill 3	
1064	Food has been scarce during th	1	Food has been scarce during the recent winter and people are complaining about the imposed food rationing.	order 2|death 1|season 0|turn 10	unrest 20|kill 3	
1065	Food has been scarce this wint	2	Food has been scarce this winter and people are complaining about the imposed food rationing. Riots have been repressed.	order 2|death 1|season 3	unrest 20|kill 6|incscale Turmoil	
1066	Food has been scarce during th	2	Food has been scarce during the recent winter and people are complaining about the imposed food rationing. Riots have been repressed.	order 2|death 1|season 0	unrest 20|kill 3|incscale Turmoil	
1067	Desperate villagers have been 	2	Desperate villagers have been praying to dark gods to ease their hunger. Unfortunately their activities have attracted the attention of a demon.	death 2|unluck 1|land 1|rare 10|turn 30	incscale Death|com 88|addequip 1|decscale3 Cold|incdom -2	
1068	Desperate villagers have been 	1	Desperate villagers have been praying to dark gods to ease their hunger. Unfortunately their activities have attracted the attention of a demon.	death 2|unluck 1|land 1|rare 10|turn 30|maxpop 10	incscale Death|com 88|addequip 1|decscale3 Cold|incdom -2	
1069	Desperate villagers have been 	2	Desperate villagers have been praying to dark gods to ease their hunger. Unfortunately their activities have attracted the attention of a demon.	death 2|unluck 1|land 1|rare 25|turn 15	incscale Death|com 1662|addequip 1	
1070	Desperate villagers have been 	2	Desperate villagers have been praying to dark gods to ease their hunger. Unfortunately their activities have attracted the attention of a demon.	death 2|unluck 1|land 1|rare 30|turn 15	incscale Death|com 304	
1071	A demon has broken the wards o	1	A demon has broken the wards of the Summoning Circle! [Summoning Circle]	foundsite 1|unluck 1	com 305	
1072	A demon has broken the wards o	1	A demon has broken the wards of the Summoning Circle! [Summoning Circle]	foundsite 1	com 526	
1073	The Demon Gate has opened! [Th	1	The Demon Gate has opened! [The Demon Gate]	foundsite 1|turn 15|magic 0	4com 88|3d6units 88	
1074	A gateway to the lower realms 	1	A gateway to the lower realms has opened, spewing forth inhabitants of that dismal place! [The Demon Gate]	hiddensite 1|turn 15|magic 0|chaos 2	4com 88|3d6units 88	
1075	A gateway to the lower realms 	2	A gateway to the lower realms has opened, spewing forth inhabitants of that dismal place! [Demon Gate]	land 1|turn 50|magic 3|chaos 2|freesites 1	newsite -1|4com 88|8d6units 88	
1076	A strong warrior has come to p	-2	A strong warrior has come to prove himself at the Arena. [Arena]	site 1|luck 1	nation -2|com 2324	
1077	They say a mighty conjurer onc	-1	They say a mighty conjurer once lived in this land. He supposedly practiced human sacrifice and locals still scare their children with stories of him. [Summoning Circle]	hiddensite 1		
1078	They say a mighty conjurer onc	-2	They say a mighty conjurer once lived in this land. He supposedly practiced human sacrifice and locals still scare their children with stories of him.	land 1|rare 2		
1079	Once upon a time, evil men rul	-2	Once upon a time, evil men ruled this land with tyranny. Blood magic was used to subjugate and control the commoners. Their rule was at last overthrown in a great uprising, and the nobles put to the sword or fire. There are rumors that some of the old bloodlines remain in secret. [The Blood Keep]	hiddensite 1		
1080	Once upon a time, evil men rul	-1	Once upon a time, evil men ruled this land with tyranny. Blood magic was used to subjugate and control the commoners. Their rule was at last overthrown in a great uprising, and the nobles put to the sword or fire. Your visiting blood mage suspects some of the old bloodlines remain in secret. [The Blood Keep]	hiddensite 1|pathblood 1		
1081	A Blood Lord and his retinue h	2	A Blood Lord and his retinue has been discovered and attacked. They seldom travel far from home. [The Blood Keep]	nearbysite 1|land 1|mindef 10	com 1389|3d6units 1353	
1082	Small bands of Blood Guards ha	2	Small bands of Blood Guards have been encountered in this area of late. They seem to be conducting some kind of search. [The Blood Keep]	nearbysite 1|land 1	com 1389|3d6units 1353	
1083	After months of studies and gr	-1	After months of studies and gruesome experimentation, one of your Blood Lords has gained some knowledge of Blood Magic.	lab 1|magic 3|rare 10|monster 1389|unique 2	bloodboost 1389	
1084	One of the sorcerers of the Eb	-2	One of the sorcerers of the Ebony Circle has found an ancient tome of power. [The Ebony Circle]	foundsite 1|magic 1|luck 1|monster 339|rare 10	bloodboost 339	
1085	One of the sorcerers of the Eb	-1	One of the sorcerers of the Ebony Circle has struck a deal with a demon. [The Ebony Circle]	foundsite 1|magic 1|luck 1|monster 339|unique 2	bloodboost 339|kill 1|incscale2 Turmoil	
1086	A sorcerer has come in search 	-2	A sorcerer has come in search of his brethren at the Ebony Circle. [The Ebony Circle]	nearbysite 1|luck 2|rare 10|land 1	nation -2|com 339	
1087	A demon managed to trick his s	2	A demon managed to trick his summoner at The Ebony Circle and broke free. [The Ebony Circle]	foundsite 1|monster 339|commander 1	assassin 88	
1088	A demon managed to trick his s	2	A demon managed to trick his summoner at The Ebony Circle and broke free. [The Ebony Circle]	foundsite 1|monster 339|commander 1	assassin 304	
1089	A demon managed to trick his s	2	A demon managed to trick his summoner at The Ebony Circle and broke free. [The Ebony Circle]	foundsite 1|monster 339|commander 1	assassin 433	
1090	A sorcerer at the Circle has m	-2	A sorcerer at the Circle has managed to bind some demons. [The Ebony Circle]	foundsite 1|monster 339|magic 1	nation -2|0x7C00 304|kill 1|incscale Turmoil	
1091	A sorcerer at the Circle has m	-1	A sorcerer at the Circle has managed to bind some demons. [The Ebony Circle]	foundsite 1|monster 339|magic 1|unique 3	nation -2|0x7C00 88|kill 1|incscale Turmoil	
1092	A sorcerer at the Circle has m	-1	A sorcerer at the Circle has managed to bind some demons. [The Ebony Circle]	foundsite 1|monster 339|magic 1|unique 3	nation -2|0x7C00 433|kill 1|incscale Turmoil	
1093	A punishing angel has descende	1	A punishing angel has descended to make war on the Ebony Circle and stifle its unholy activities. [The Ebony Circle]	foundsite 1|monster 339|rare 30	com 1369|addequip 1|decscale2 Turmoil	
1094	A host of angels has descended	1	A host of angels has descended to make war on the Ebony Circle and stifle its unholy activities. [The Ebony Circle]	foundsite 1|monster 339|rare 40	2com 543|3d6units 543|decscale2 Turmoil	
1095	A punishing angel has descende	1	A punishing angel has descended to make war on the Black Tower and stifle its unholy activities. [Black Tower]	foundsite 1|monster 95|rare 30	com 1369|addequip 1|decscale2 Turmoil	
1096	A punishing angel has descende	1	A punishing angel has descended to make war on the Black Tower and stifle its unholy activities. [Black Tower]	foundsite 1|monster 95|rare 40	2com 543|3d6units 543|decscale2 Turmoil	
1097	One of the sorcerers of the Eb	-2	One of the sorcerers of the Ebony Tower has struck a deal with a demon. [Ebony Tower]	foundsite 1|magic 1|luck 1|monster 339|rare 10	bloodboost 339	
1098	One of the sorcerers of the Eb	-2	One of the sorcerers of the Ebony Tower has struck a deal with a demon. [Ebony Tower]	foundsite 1|magic 1|luck 1|monster 339|rare 10	bloodboost 339|kill 1|incscale2 Turmoil	
1099	A sorcerer has come in search 	-2	A sorcerer has come in search of his brethren at the Ebony Tower. [Ebony Tower]	nearbysite 1|luck 2|rare 10|land 1	nation -2|com 339	
1100	A demon managed to trick his s	1	A demon managed to trick his summoner at the Ebony Tower and broke free. [Ebony Tower]	foundsite 1|monster 339|commander 1|unique 2	assassin 88	
1101	A demon managed to trick his s	1	A demon managed to trick his summoner at the Ebony Tower and broke free. [Ebony Tower]	foundsite 1|monster 339|commander 1|unique 2	assassin 304	
1102	A demon managed to trick his s	1	A demon managed to trick his summoner at the Ebony Tower and broke free. [Ebony Tower]	foundsite 1|monster 339|commander 1|unique 2	assassin 433	
1103	A sorcerer at the Ebony Tower 	-1	A sorcerer at the Ebony Tower has managed to bind some demons. [Ebony Tower]	foundsite 1|monster 339|magic 1|unique 3	nation -2|0x7C00 304|kill 1|incscale Turmoil	
1104	A sorcerer at the Ebony Tower 	-1	A sorcerer at the Ebony Tower has managed to bind some demons. [Ebony Tower]	foundsite 1|monster 339|magic 1|unique 3	nation -2|0x7C00 88|kill 1|incscale Turmoil	
1105	A sorcerer at the Ebony Tower 	-1	A sorcerer at the Ebony Tower has managed to bind some demons. [Ebony Tower]	foundsite 1|monster 339|magic 1|unique 3	nation -2|0x7C00 433|kill 1|incscale Turmoil	
1106	A punishing angel has descende	1	A punishing angel has descended to make war on the Ebony Tower and stifle its unholy activities. [Ebony Tower]	foundsite 1|monster 339|rare 30	com 465|addequip 1|decscale2 Turmoil	
1107	A host of angels has descended	1	A host of angels has descended to make war on the Ebony Tower and stifle its unholy activities. [Ebony Tower]	foundsite 1|monster 339|rare 40	2com 543|3d6units 543|decscale2 Turmoil	
1108	A crusade has struck the Ebony	1	A crusade has struck the Ebony Tower. [Ebony Tower]	foundsite 1|monster 339|rare 30|noera 1	com 241|2com 240|3d6units 217|3d6units 2360|com 2359	
1109	Crusaders have come in numbers	1	Crusaders have come in numbers to smite the evildoers at The Ebony Tower. An angel fights in their midst. [Ebony Tower]	foundsite 1|monster 339|rare 40|turn 25|noera 1	com 241|4com 240|8d6units 217|5d6units 2359|com 543	
1110	Crusaders have come to shatter	1	Crusaders have come to shatter the Ebony Circle. [The Ebony Circle]	foundsite 1|monster 339|rare 30|noera 1	com 241|2com 240|3d6units 217|3d6units 2360|com 2359	
1111	A host of holy crusaders are a	1	A host of holy crusaders are attacking the Ebony Circle. In their midst shines the glory of an angel. [The Ebony Circle]	foundsite 1|monster 339|rare 40|turn 25|noera 1	com 241|4com 240|8d6units 217|5d6units 2359|com 543	
1112	Crusaders have come to tear do	1	Crusaders have come to tear down the Black Tower. [Black Tower]	foundsite 1|monster 95|rare 30|noera 1	com 241|2com 240|3d6units 217|3d6units 2360|com 2359	
1113	A crusade strikes against the 	1	A crusade strikes against the mages of the Black Tower. [Black Tower]	foundsite 1|monster 95|rare 40|turn 25|noera 1	com 241|4com 240|8d6units 217|5d6units 2359|com 2359	
1114	People are upset by the dark p	1	People are upset by the dark practices of the Conjurers. A mob has attacked the Black Tower. [Black Tower]	foundsite 1|monster 95|rare 70|minunrest 5|minpop 20	5com 1565|12d6units 1565|1d6units 1560|1d6units 1560|0x7C00 2227	
1115	People are upset by the dark p	1	People are upset by the dark practices of the Sorcerers. A mob has attacked the Ebony Circle. [The Ebony Circle]	foundsite 1|monster 95|rare 70|minunrest 5|minpop 20	5com 1565|12d6units 1565|1d6units 1560|1d6units 1560|0x7C00 2227	
1116	People are upset by the dark p	1	People are upset by the dark practices of the Sorcerers. A mob has attacked the Ebony Tower. [Ebony Tower]	foundsite 1|monster 95|rare 70|minunrest 5|minpop 20	5com 1565|12d6units 1565|1d6units 1560|1d6units 1560|0x7C00 2227	
1117	A priest and his followers hav	2	A priest and his followers have come to purge this land of undead.	notnation 44|monster 405|turn 15|fort 0|maxtroops 30|pop0ok 1|land 1	com 240|6d6units 1565|2d6units 217|2d6units 38|com 38	
1118	A priest and his followers hav	2	A priest and his followers have come to purge this land of undead.	notnation 44|monster 191|turn 15|fort 0|maxtroops 30|pop0ok 1|land 1	com 240|6d6units 1565|2d6units 217|2d6units 38	
1119	A priest and his followers hav	2	A priest and his followers have come to purge this land of undead.	notnation 44|monster 185|turn 15|fort 0|maxtroops 30|pop0ok 1|land 1	com 240|6d6units 1565|2d6units 217|2d6units 38	
1120	A priest and his followers hav	2	A priest and his followers have come to purge this land of undead.	notnation 44|monster 405|turn 15|fort 0|maxtroops 30|pop0ok 1|land 1	com 240|6d6units 1565|2d6units 217|2d6units 38	
1121	A priest and his followers hav	2	A priest and his followers have come to purge this land of undead.	notnation 44|monster 915|turn 15|fort 0|maxtroops 30|pop0ok 1|land 1	com 240|6d6units 1565|2d6units 217|2d6units 38	
1122	A priest and his followers hav	2	A priest and his followers have come to purge this land of undead.	notnation 44|monster 916|turn 15|fort 0|maxtroops 30|pop0ok 1|land 1	com 240|6d6units 1565|2d6units 217|2d6units 38	
1123	A priest and his followers hav	2	A priest and his followers have come to purge this land of undead.	notnation 44|monster 917|turn 15|fort 0|maxtroops 30|pop0ok 1|land 1	com 240|6d6units 1565|2d6units 217|2d6units 38	
1124	A priest and his followers hav	2	A priest and his followers have come to purge this land of undead.	notnation 44|monster 196|turn 15|noera 1|maxtroops 30|pop0ok 1|land 1	com 241|6d6units 1565|2d6units 217|2d6units 38|com 2359	
1125	A priest and his followers hav	2	A priest and his followers have come to purge this land of undead.	notnation 44|monster 197|turn 15|fort 0|maxtroops 30|pop0ok 1|land 1	com 240|6d6units 1565|2d6units 217|2d6units 38	
1126	Holy knights have come to purg	2	Holy knights have come to purge this land of undead.	rare 30|monster 405|turn 15|noera 1|unluck 1|pop0ok 1|land 1	4com 2359|com 241|4d6units 2359|3d6units 217|com 240	
1127	Holy knights have come to purg	2	Holy knights have come to purge this land of undead.	rare 30|monster 191|turn 15|noera 1|unluck 1|pop0ok 1|land 1	4com 2359|com 241|4d6units 2359|3d6units 217|com 240	
1128	Holy knights have come to purg	2	Holy knights have come to purge this land of undead.	rare 30|monster 185|turn 15|noera 1|unluck 1|pop0ok 1|land 1	4com 2359|com 241|4d6units 2359|3d6units 217|com 240	
1129	Holy knights have come to purg	2	Holy knights have come to purge this land of undead.	rare 30|monster 405|turn 15|noera 1|unluck 1|pop0ok 1|land 1	4com 2359|com 241|4d6units 2359|3d6units 217|com 240	
1130	Holy knights have come to purg	2	Holy knights have come to purge this land of undead.	rare 30|monster 915|turn 15|noera 1|unluck 1|pop0ok 1|land 1	4com 2359|com 241|4d6units 2359|3d6units 217|com 240	
1131	Holy knights have come to purg	2	Holy knights have come to purge this land of undead.	rare 30|monster 916|turn 15|noera 1|unluck 1|pop0ok 1|land 1	4com 2360|com 241|4d6units 2360|3d6units 217|com 240	
1132	Holy knights have come to purg	2	Holy knights have come to purge this land of undead.	rare 30|monster 917|turn 15|noera 1|unluck 1|pop0ok 1|land 1	4com 2359|com 241|4d6units 2359|3d6units 217|com 240	
1133	Holy knights have come to purg	2	Holy knights have come to purge this land of undead.	rare 30|monster 196|turn 15|noera 1|unluck 1|pop0ok 1|land 1	4com 2359|com 241|4d6units 2359|3d6units 217|com 240	
1134	Holy knights have come to purg	2	Holy knights have come to purge this land of undead.	rare 30|monster 197|turn 15|noera 1|unluck 1|pop0ok 1|land 1	4com 2359|com 241|4d6units 2359|3d6units 217|com 240	
1135	Holy knights have come to purg	2	Holy knights have come to purge this land of undead.	rare 30|monster 197|turn 15|noera 1|unluck 1|pop0ok 1|land 1	4com 2359|com 241|4d6units 2359|3d6units 217|com 240	
1136	Priests have come from the Mon	2	Priests have come from the Monastery of Light to fight the devils of the Den. [Devil's Den]	foundsite 1|monster 304|turn 15|noera 1	2com 241|4com 240|4com 2359|8d6units 40	
1137	Priests have come from the Mon	2	Priests have come from the Monastery of Light to seal The Demon Gate. [The Demon Gate]	foundsite 1|monster 88|turn 15|noera 1	2com 241|4com 240|4com 2359|8d6units 40	
1138	Priests have come from the Mon	2	Priests have come from the Monastery of Light to fight the evil at the Temple of Darkness. [Temple of Darkness]	foundsite 1|monster 675|turn 15|noera 1	2com 241|4com 240|4com 2359|8d6units 40	
1139	Priests have come from the Mon	2	Priests have come from the Monastery of Light to fight the evil at the Skull Temple. [Skull Temple]	foundsite 1|monster 535|turn 15|noera 1	2com 241|4com 240|4com 2359|8d6units 40	
1140	Holy knights have come to purg	2	Holy knights have come to purge this land of demonic influence.	rare 30|monster 304|turn 15|noera 1|unluck 1|land 1	4com 440|com 241|4d6units 2359|3d6units 217|com 240	
1141	An adventurer has appeared at 	-1	An adventurer has appeared at The Halfway Inn. [The Halfway Inn]	foundsite 1	nation -2|com -13	
1142	A brawl at The Halfway Inn has	2	A brawl at The Halfway Inn has escalated. Local peacekeepers had to interfere. [The Halfway Inn]	foundsite 1|chaos 0	com 2323|com 2324|com 2325|1d6units 1592|4d6units 1565	
1143	An adventurer has explored the	-2	An adventurer has explored the Ancient Ruin. [Ancient Ruin]	foundsite 1	nation -2|com 2326|addequip 2	
1144	An adventurer has explored the	-2	An adventurer has explored the Ancient Ruin. [Ancient Ruin]	foundsite 1|luck 2	nation -2|com 2326|addequip 3	
1145	Adventurers have explored the 	-2	Adventurers have explored the Ancient Ruin. [Ancient Ruin]	foundsite 1|luck 3	nation -2|com 2326|addequip 3|com 2332|addequip 2	
1146	A magical item has been found 	-2	A magical item has been found near the Ancient Ruin. [Ancient Ruin]	foundsite 1	magicitem 2	
1147	A magical item has been found 	-2	A magical item has been found by a farmer in a pile of rubble outside the Ancient Ruin. [Ancient Ruin]	foundsite 1|magic 2|luck 2	magicitem 3	
1148	While exploring the Ancient Ru	1	While exploring the Ancient Ruin, one of your servants was attacked by a Gelatinous Cube. [Ancient Ruin]	foundsite 1|commander 1	assassin 2159	
1149	A ship has been pulled down by	-1	A ship has been pulled down by the Maelstrom and its cargo pillaged. [Maelstrom]	foundsite 1|0x1100 1	magicitem 2|magicitem 2|gold 50	
1150	A ship has been pulled down by	-2	A ship has been pulled down by the Maelstrom. One of its passengers survived, and has been recruited. [Maelstrom]	foundsite 1|0x1100 1	nation -2|com 96	
1151	A ship has been pulled down by	-2	A ship has been pulled down by the Maelstrom. One of its passengers survived, and has been recruited. [Maelstrom]	foundsite 1|0x1100 1|luck 1	nation -2|com 97	
