id	name	wpn1	wpn2	wpn3	wpn4	wpn5	wpn6	wpn7	armor1	armor2	armor3	armor4	rt	reclimit	basecost	rcost	size	ressize	hp	prot	mr	mor	str	att	def	prec	enc	mapmove	ap	ambidextrous	mounted	reinvigoration	leader	undeadleader	magicleader	startage	maxage	hand	head	body	foot	misc	crownonly	pathcost	startdom	bonusspells	F	A	W	E	S	D	N	B	H	rand1	nbr1	link1	mask1	rand2	nbr2	link2	mask2	rand3	nbr3	link3	mask3	rand4	nbr4	link4	mask4	holy	inquisitor	mind	inanimate	undead	demon	magicbeing	stonebeing	animal	coldblood	female	forestsurvival	mountainsurvival	wastesurvival	swampsurvival	cavesurvival	aquatic	amphibian	pooramphibian	float	flying	stormimmune	teleport	immobile	noriverpass	sailingshipsize	sailingmaxunitsize	stealthy	illusion	spy	assassin	patience	seduce	succubus	corrupt	heal	immortal	domimmortal	reinc	noheal	neednoteat	homesick	undisciplined	formationfighter	slave	standard	inspirational	taskmaster	beastmaster	bodyguard	waterbreathing	iceprot	invulnerable	slashres	bluntres	pierceres	shockres	fireres	coldres	poisonres	voidsanity	darkvision	blind	animalawe	awe	haltheretic	fear	berserk	cold	heat	fireshield	banefireshield	damagerev	poisoncloud	diseasecloud	slimer	mindslime	reform	regeneration	reanimator	poisonarmor	petrify	eyeloss	ethereal	ethtrue	deathcurse	trample	trampswallow	stormpower	firepower	coldpower	darkpower	chaospower	magicpower	winterpower	springpower	summerpower	fallpower	forgebonus	fixforgebonus	mastersmith	resources	autohealer	autodishealer	alch	nobadevents	event	insane	shatteredsoul	leper	taxcollector	gem	gemprod	chaosrec	pillagebonus	patrolbonus	castledef	siegebonus	incprovdef	supplybonus	incunrest	popkill	researchbonus	drainimmune	inspiringres	douse	adeptsacr	crossbreeder	makepearls	pathboost	allrange	voidsum	heretic	elegist	shapechange	firstshape	secondshape	secondtmpshape	landshape	watershape	forestshape	plainshape	xpshape	unique	fixedname	special	nametype	summon	n_summon	autosum	n_autosum	batstartsum1	batstartsum2	domsummon	domsummon20	raredomsummon	bloodvengeance	bringeroffortune	realm1	realm2	realm3	batstartsum3	batstartsum4	batstartsum5	batstartsum1d6	batstartsum2d6	batstartsum3d6	batstartsum4d6	batstartsum5d6	batstartsum6d6	turmoilsummon	coldsummon	scalewalls	deathfire	uwregen	shrinkhp	growhp	transformation	startingaff	fixedresearch	divineins	lamialord	preanimator	dreanimator	mummify	onebattlespell	fireattuned	airattuned	waterattuned	earthattuned	astralattuned	deathattuned	natureattuned	bloodattuned	magicboostF	magicboostA	magicboostW	magicboostE	magicboostS	magicboostD	magicboostN	magicboostALL	eyes	heatrec	coldrec	spreadchaos	spreaddeath	corpseeater	poisonskin	bug	uwbug	spreadorder	spreadgrowth	startitem	spreaddom	battlesum5	acidshield	drake	prophetshape	horror	enchrebate50p	latehero	sailsize	uwdamage	landdamage	rpcost	buffer	rand5	nbr5	link5	mask5	rand6	nbr6	link6	mask6	mummification	diseaseres	raiseonkill	raiseshape	sendlesserhorrormult	xploss	theftofthesunawe	incorporate	hpoverslow	blessbers	dragonlord	curseattacker	uwheat	slothresearch	horrordeserter	mindvessel	elementrange	sorceryrange	older	disbelieve	firerange	astralrange	landreinvigoration	naturerange	beartattoo	horsetattoo	reincarnation	wolftattoo	boartattoo	sleepaura	snaketattoo	appetite	astralfetters	foreignmagicboost	templetrainer	infernoret	kokytosret	addrandomage	unsurr	combatcaster	homeshape	speciallook	aisinglerec	nowish	bugreform	mason	onisummon	sunawe	spiritsight	defenceorganiser	invisible	startaff	ivylord	spellsinger	magicstudy	triplegod	triplegodmag	unify	triple3mon	yearturn	fortkill	thronekill	digest	indepmove	unteleportable	reanimpriest	stunimmunity	entangle	alchemy	woundfend	singlebattle	falsearmy	summon5	ainorec	researchwithoutmagic	slaver	autocompete	deathparalyze	adventurers	cleanshape	reqlab	reqtemple	horrormarked	changetargetgenderforseductionandseductionimmune	corpseconstruct	guardianspiritmodifier	isashah	iceforging	isayazad	isadaeva	blessfly	plant	clockworklord	commaster	comslave	minsizeleader	snowmove	swimming	stupid	skirmisher	ironvul	heathensummon	unseen	illusionary	reformtime	immortalrespawn	nomovepen	wolf	dungeon	graphicsize	twiceborn	aboleth	tmpastralgems	localsun	tmpfiregems	defiler	mountedbeserk	lanceok	startheroab	minprison	uwfireshield	saltvul	landenc	plaguedoctor	curseluckshield	pathboostuw	pathboostland	noarmormapmovepenalty	farthronekill	hpoverflow	indepstay	polyimmune	horrormark	deathdisease	allret	percentpathreduction	aciddigest	beckon	slaverbonus	carcasscollector	mindcollar	labpromotion	mountainrec	indepspells	enchrebate50	summon1	randomspell	deathpower	deathrec	norange	insanify	reanimator	defector	nohof	batstartsum1d3	enchrebate10	undying	moralebonus	uncurableaffliction	autoblessed	wintersummon1d3	stygianguide	almostundead	end
695	Phantasmal Beast	67	67	67	67								1		0	1	5	5	1	0	10	50	18	13	10	10	0	3	16				40		10			0	1	0	1	2																																	1			1											1																							1																			25																								1																																																																																																																																														10000																																																										1																																																							1																																																												
696	Phantasmal Knight	67	67										1		0	1	3	3	1	0	10	50	11	11	11	11	0	3	20		1		40		10			2	1	1	0	2																																	1			1											1																							1																			25																								1																																																																																																																																														10000																																																										1																																																							1																																																												
697	Satyr Hoplite	1							9	123	209		1		10014	1	2	2	14	1	12	10	11	12	13	10	3	16	14				40					2	1	1	1	2																																									1																								1								2																																																																																																							109																																																																															9000																																																																																																																																																																													
698	Centaur Cataphract	357	55						58	123	2		1		10035	1	3	2	20	3	12	11	13	11	13	12	3	20	24				40					2	1	1	0	2																																									1																								1																																																																																																															109																																																																															25000																																																																																																																															1																																														
699	Cataphract Commander	357	55						58	123	2		1		10025	1	3	2	21	3	12	12	13	11	14	12	3	20	24				80					2	1	1	0	2																																									1																								1																																																																																																															109																																																																															25000																																																																																																																															1																																														
700	Minotaur Soldier	18							9	20			1		10040	1	3	3	23	4	10	14	16	9	9	8	3	16	15				40					2	1	1	1	2																																									1																								1																																																			1																																																												109																																																																															40000																																																																																																																																																																													
701	Minotaur Commander	18							14	20			1		10040	1	3	3	25	4	10	16	17	11	10	9	3	16	15				60					2	1	1	1	2																																									1																								1																																																			1																																																												109																																																																															40000																																																																																																																																																																													
702	Grove Guard	18							14	20			1		10050	1	3	3	25	4	11	15	17	10	10	8	3	16	15				40					2	1	1	1	2																																									1																								1																																3																			1																																																												109																																																																															40000																																																																																																																																																																													
703	Keeper of Traditions	18							14	20			1		10050	1	3	3	27	4	12	15	17	11	10	8	3	16	15				80					2	1	1	1	2													1																	1											1																								1																																3																			1																																																												109																																																																															40000																																																																																																																																																																													
704	Dryad Hoplite	643							100	135	209		1		10025	1	2	2	13	1	13	10	10	12	14	10	3	16	15				40					2	1	1	1	2																														1										1	1																								1								2																					2																																																																																		110																																																																															25000																																																																																																																																																																													
705	Dryad	55											1		10020	1	2	2	11	0	16	10	10	10	12	10	3	16	15				40					2	1	1	1	2											1		1																	1										1	1																60					9			1																													3																																																																																		110																																																																															25000																																																																																																																																																																													
706	Pan	7											2		10040	1	3	3	27	4	17	16	16	9	9	9	3	16	15				80				150	2	1	1	1	2								2			3			10	1	1	29696																								1																40								1													1															1																																																																																			109																																																																															40000																																																																																																																																																																													
707	Centaur Warrior	651	55						103	2	119		1		10035	1	3	2	22	3	13	12	14	10	13	12	3	20	30				40					2	1	1	0	2																																									1																40								1																																2																																																																															109																																																																															25000																																																																																																																															1																																														
708	Reveler	643	55						44				1		10016	1	2	2	15	2	13	12	12	11	13	10	3	16	15				40					2	1	1	1	2																																									1																40								1							1																									3																																																					0.5																										109																																																																															9000																																																																																																																																																																													
709	Panic Apostate	7											2		10040	1	3	3	27	4	17	16	16	9	9	9	3	16	15				80	40			150	2	1	1	1	2										2	3			100	1	1	13824	10	1	1	13824																				1																40								1													1															1																																																																																			109																																																																															40000																																																																																																																																																																													
710	Carrion Lord	71	71	252									1		0	1	3	3	53	2	18	16	19	8	8	8	0	20	9				10	160				2	1	1	1	2										2	3		3																	1			1	1		1					1							1									40								1					1															1				25							5																																																																																																																																																															10000																																																										1																																											1																																																																								
711	Carrion Lady	71	55										1		0	1	2	2	15	0	16	10	11	9	11	9	0	20	10				10	80				2	1	1	1	2											1		2																	1			1	1		1				1	1							1									40								1					1															1				25																																																																																																																																																																						10000																																																										1																																											1																																																																								
712	Satyr Manikin	71	29										1		0	1	2	2	16	0	14	50	12	7	9	5	0	20	8				40	40				2	1	1	1	2																																	1	1		1					1							1																						1															1				25																																																																																																																																																																						10000																																																										1																																											1																																																																								
713	Harpy Manikin	71	71										1		0	1	1	1	8	0	13	50	9	5	5	3	0	14	3				40	10				0	1	0	0	2																																	1	1		1				1	1							1																						1															1				25																																																																																																																																																																						10000																																																										1																																											1																																																																								
714	Carrion Centaur	71	71	55									1		0	1	3	2	24	2	14	15	15	7	11	7	0	20	20				40	120	10			2	1	1	0	2													1																	1			1	1		1					1							1																	1					1															1				25																																																																																																																																																																						10000																																																										1																																											1																																																																								
715	Carrion Beast	71	20										1		0	1	2	2	10	1	8	50	10	8	8	5	0	20	18				40	10				0	0	0	0	2																																	1	1		1					1							1																						1															1				25																																																																																																																																																																						10000																																																										1																																											1																																																																								
716	Carrion Beast	71	20										1		0	1	2	2	15	2	8	50	11	5	5	5	0	20	14				40	10				0	0	0	0	2																																	1	1		1					1							1																						1															1				25																																																																																																																																																																						10000																																																										1																																											1																																																																								
717	Carrion Beast	71	55										1		0	1	3	3	24	2	8	50	15	5	5	5	0	20	20				40	10				2	1	1	0	2																																	1	1		1					1							1																						1															1				25																																																																																																																																																																						10000																																																										1																																											1																																																																								
718	Carrion Beast	71	29										1		0	1	4	4	68	5	8	50	21	6	5	5	0	20	9				40	10				0	0	0	0	2																																	1	1		1					1							1																						1															1				25																																																																																																																																																																						10000																																																										1																																											1																																																																								
720	Slave	373											1		2	1	2	2	10	0	10	6	9	7	7	10	4	10	12				40					2	1	1	1	2																																																																										1																																																																																																						123																																																																															10000																																																																																																																																																																													
721	Warrior	373	22						105				1		10009	1	2	2	10	0	10	10	10	10	10	10	3	14	12				40					2	1	1	1	2																																									1																																																																																																																																																																																																																						10000																																																																																																																																																																													
722	Warrior	373	22						104	105	120		1		10009	1	2	2	10	0	10	10	10	10	10	10	3	14	12				40					2	1	1	1	2																																									1																																																																																																																																																																																																																						10000																																																																																																																																																																													
723	Warrior	373	21						104	105	119		1		10009	1	2	2	10	0	10	10	10	10	10	10	3	14	12				40					2	1	1	1	2																																									1																																																																																																																																																																																																																						10000																																																																																																																																																																													
724	Warrior	12	21						106	105	119		1		10009	1	2	2	10	0	10	10	10	10	10	10	3	14	12				40					2	1	1	1	2																																									1																																																																																																																																																																																																																						10000																																																																																																																																																																													
725	Sun Warrior	646	21						106	105	135		1		10014	1	2	2	12	0	10	13	11	12	11	10	3	14	12				40					2	1	1	1	2																														1											1																																														5																																																																																																																																																																								10000																																																																																																																																																																													
726	Eagle Warrior	651	671						44	120			1		10012	1	2	2	12	0	10	11	10	11	11	10	3	14	12	3			40					2	1	1	1	2																														1											1																																																																																																																																																																																																																						10000																																																																																																				1																																																																									
727	Jaguar Warrior	288							44	120			1		10020	1	2	2	12	0	10	12	11	11	11	10	3	14	12				40					2	1	1	1	2																														1											1																																																																																																																													728																																																																																									10000																																																																																																																																																																													
728	Were Jaguar	20	29	29									1		10020	1	3	3	18	5	10	15	13	12	12	5	2	14	14				40					2	1	1	1	2																														1											1																																																																																																																												727											123																																																																															10000																																																																																																																																																																													
729	Scout	373	22						120	105			1		10010	1	2	2	10	0	10	10	10	10	10	10	3	14	12				0					2	1	1	1	2																																									1	1															50																																																																																																																																																																																																						10000																																																																																																																																																																													
730	Tribal King	288	21						106	119			1		10010	1	2	2	13	0	10	14	11	12	11	10	3	14	12				80					2	1	1	1	2																														1											1																																				1																																																																																																																																																																																		10000																																																																																					720																																																																																								
731	Mictlan Priest	671											1		10005	1	2	2	10	0	13	10	10	10	10	10	3	14	12				10					2	1	1	1	2												1	1	10	1	1	10880													1											1																																																																																																																																																																																																																						10000																																																																																																																																																																													
732	Priest King	288							20				1		9960	1	2	2	15	0	15	14	11	12	12	10	3	14	12				120					2	1	1	1	2											2	2	2																	1											1																																				1																																																																																																																																																																																		10000																																																																																					720																																																																																								
733	Rain Priest	671											1		9960	1	2	2	10	0	15	10	10	10	10	10	3	14	12				10					2	1	1	1	2							2					2	2																	1											1																																																																																																																																																																																																																						10000																																																																																																																																																																													
734	Moon Priest	671											1		9960	1	2	2	10	0	16	10	10	10	10	10	3	14	12				10					2	1	1	1	2									2			2	2																	1											1																																																		50																																																																																																																																																																				10000																																																																																																																																																																													
735	High Priest of the Sun	671											1		9960	1	2	2	10	0	16	14	10	10	10	10	3	14	12				40					2	1	1	1	2					2							3	3																	1											1																																																																																																																																																																																																																						10000																																																																																																																																																																													
736	Ether Warrior	289							18	21			1		0	1	3	3	22	2	15	15	16	13	13	15	2	16	15				40		10		1000	2	1	1	1	2																																				1											1																																																																		1										1																																																																																																																																				10000																																																										1																																																																																																																			
737	Ether Lord	290							6	118			1		0	1	3	3	25	2	18	15	16	14	14	15	2	16	15				40		40		1000	2	1	1	1	2									3	2				100	1	1	22784																			1											1																																																																		1										1																																																																																																																																				10000																																																										1																																																																																																																			
738	Black Templar	4	15	56					215	218	221		1		10040	30	3	2	15	0	10	15	13	12	12	10	5	20	18		1		40					2	1	1	0	2																														1																																																																																																																																																		104																																																																															10000																																																																																																																																																																													
739	Black Acolyte	9											1		10010	1	2	2	12	0	12	10	11	8	8	10	4	14	10				10					2	1	1	1	2													1	10	1	1	1024													1	1																																																																																																																																																																																																																																10000																																																																																																																																																																													
740	Black Priest	14											1		10010	1	2	2	12	0	15	11	11	8	8	10	4	14	8				40					2	1	1	1	2								1					2	100	1	1	3456													1	1																																																																																																		1																																																																																																																														10000																																																																																																																																																																													
741	Giant Mummy	11											1		0	1	4	4	75	8	16	30	25	12	8	8	0	20	10				40	80			1000	2	1	1	1	2																																	1	1																																				1																	-10	15	25															8											1																																																																																																																																												10000																																																										1																																																																																																																			
742	Giant Mummy	116											1		0	1	4	4	68	8	15	30	24	12	8	8	0	20	10				40	80			1000	2	1	1	1	2																																	1	1																																				1																	-10	15	25															8											1																																																																																																																																												10000																																																										1																																																																																																																			
743	Mummy	37											1		0	1	3	3	32	8	16	30	15	12	8	8	0	20	8				40	80			1000	2	1	1	1	2																																	1	1																																				1																	-10	15	25															8											1																																																																																																																																												10000																																																										1																																																																																																																			
744	Diabolist	9											1		10010	1	2	2	9	0	13	13	9	8	8	10	3	14	10				10					2	1	1	1	2					1							1																																																																																																																																																																																																																																																			10000																																																																																																																																																																													
745	Goetic Master	9											2		10010	1	2	2	8	0	15	15	9	8	8	10	3	14	8				10					2	1	1	1	2					2							2	1	100	1	1	19584	10	1	1	19584									1																																																																																																																																																																																																																																	10000																																																																																																																																																																													
746	Strategos	6							14	123	2		1		10010	1	2	2	13	0	10	15	12	12	13	10	3	14	13				120			55		2	1	1	1	2																																																																																																																																																																																																																																																															10000																																																																																																																																																																													
747	Heart Companion	28							14	123	209		1		10016	1	2	2	13	0	11	13	11	11	13	10	3	16	13				40					2	1	1	1	2																														1																																											4																																																																																																																																																																																						10000																																																																																													1																																																																																
748	Master Mason	638											1		10045	50	2	2	12	0	9	10	9	8	8	8	3	14	12				10			49		2	1	1	1	2																																																																																																																																																		20	30																																																																																																												10000																																																							1																																																																																																																						
749	Sapper	267	25						217	219			1		10020	10	2	2	12	0	9	10	11	10	10	10	2	14	12				40					2	1	1	1	2																																																																																																																																																			5																																																																																																												10000																																																																																																																																																																													
750	Thing From Beyond	85	85	85	86								1		0	1	4	4	32	8	16	30	14	10	5	5	1	0	2				40		10		3000	0	0	0	0	2																														1						1											1						1																	1																			15	20		1																					1																																																																																																																																														10000																																																										1																																																																																																																			
751	Thing That Should Not Be	29	63	63	63	63							1		0	1	6	6	59	13	17	18	23	12	8	8	2	3	10				40		80	2200	3000	0	0	0	0	2																														1						1											1																																									15		20		1				5																																																																																																																																																															10000																																																										1																																																																																																																			
752	Elder Thing	86	283										1		0	1	3	3	25	9	16	10	10	6	4	15	2	2	6				10		40		3000	0	0	0	0	2																														1						1											1																							1																			15	20		1																																																																																																																																																																			10000																																																										1																													10																																																																																						
753	Thing From The Void	329	85	85	85								1		0	1	5	5	24	6	15	15	15	12	7	5	1	1	6				40		10		3000	0	0	0	0	2																														1						1											1																							1																15		15	15	20		1																25																																																																																																																																																			10000																																																										1																																																																																																																			
754	Greater Otherness	90											1		0	1	6	6	89	12	16	50	20	5	5	5	1	2	10				40		10	2200	3000	0	0	0	0	2																														1						1											1																							1																15	15	15	15	20		1																10								1																																																																																																																																											10000																																																										1																																																																																																																			
755	Otherness	90											1		0	1	4	4	47	9	15	50	16	5	5	5	1	2	8				40		10	1100	3000	0	0	0	0	2																														1						1											1																							1																15	15	15	15	20		1																10								1																																																																																																																																											10000																																																										1																																																																																																																			
756	Lesser Otherness	90											1		0	1	2	2	16	7	14	50	12	5	5	5	1	2	6				40		10	110	3000	0	0	0	0	2																														1						1											1																							1																15	15	15	15	20		1																10								1																																																																																																																																											10000																																																										1																																																																																																																			
757	Vile Thing	85	85										1		0	1	3	3	14	6	15	15	10	10	8	5	1	1	5				40		10		3000	0	0	0	0	2																														1						1											1																																										15	20		1																																																																																																																																																																			10000																																																										1																																																																																																																			
758	Thing Of Many Eyes	294	284										1		0	1	3	3	16	16	16	15	7	5	5	5	1	0	2				40		10		3000	0	0	0	0	2																														1						1											1						1																	1																	15			20	100																																																																																																																																													10																							10000																																																5										1																																																																																																																			
759	Dweller-In-The-Deep	283	63	86									1		0	1	4	4	30	8	15	30	8	5	7	5	1	1	2				40		10		3000	0	0	0	0	2																														1						1										1																								1																15		15	15	20		1																		10			1																																																																																																																																														10000																																																										1																																																																																																																			
760	Siege Golem	574	574										1		0	1	6	6	165	24	12	50	30	9	9	5	0	3	10				40		10	0		0	1	0	0	2	1																																1			1												1																						1																15	15	15	25																																																										100																																																																																																												10000																																																										1																																																																																																																			
761	Serpent Priest	7							145				1		10010	1	2	2	9	0	15	12	10	9	9	10	3	14	9				40					2	1	1	1	2							1				2		2	100	1	1	14848	10	1	1	14848									1																																																											15																																																																																							113																																																																															10000																																												1859																																																																																																																																	
762	Vastness	284	284	536	536	536	536						1		0	1	6	6	74	0	20	30	20	15	15	15	0	100	20				40		120		10000	0	0	0	0	0				1					3																					1						1											1				1	1																		1																15		15	15	20		1										2											1																																																																																																																							0																							10000																																																10										1																					99																																																																																														
763	Serpent Cataphract	357	494						14	126	2		1		10040	30	3	2	12	0	10	12	12	12	12	8	4	18	16		1		40					2	1	1	0	2																														1																																																											5																																																																														764																																																																																								10000																																																																																																																																																																													
764	Serpent	495											1		0	1	3	3	28	17	5	13	13	13	10	5	3	18	20				40					0	0	0	0	2																														1								1	1																																	1																	5																																																																																																																																																																						10000																																																																																																																																																																													
765	Serpent Lord	357	494						14	126	2		1		10040	30	3	2	15	0	11	15	13	14	13	8	4	18	16		1		40					2	1	1	0	2																														1																																																											5																																																																																																																																																																						10000																																																																																																																																																																													
768	Watcher	243											1		0	1	3	3	75	20	14	50	20	5	0	25	0	0	2				40		10	0		0	1	0	0	2																																	1			1	1											1					1																1	1													1		1				25																																																								50																																																																																																														10000																																																										1																																																																																																																			
769	White Centaur	651	55	21					103	2	119		1		10045	1	3	2	23	3	14	12	14	11	14	13	3	20	30				40					2	1	1	0	2																														1											1																40								1																																3																																																																															109																																																																															25000																																																																																																																															1																																														
770	White Satyr	1	55						100	135	2		1		0	1	2	2	16	2	14	13	13	12	14	10	3	16	15				120					2	1	1	1	2																														1											1																40								1											1																		3			3																																																																													Rams Head																																																																																	10000																																																																																																																																																																													
771	Tartarian Cyclops	231	243										1		0	1	5	5	182	9	18	30	26	12	11	6	0	20	12				40	40				2	1	1	1	2						2		3																										1														1																						1																		15	25							10																																										25																																																																																														1																							10000																																																										1																																																																																																																			
772	Tartarian Cyclops	75							50	92			1		0	1	5	5	182	9	18	30	26	12	11	5	0	20	12				40	40				2	1	1	1	2								4																										1														1																						1																		15	25							10																																										25																																																																																														1																							10000																																																										1																																																																																																																			
773	Tartarian Spirit	298	298										1		0	1	6	6	150	11	18	30	25	13	8	7	0	20	8	5			40	40				2	1	1	0	2								3		2																								1								1						1																						1																		15	25							10												5																														25																																																																																																																					10000																																																										1																																																																																																																			
774	Tartarian Titan	120											1		0	1	6	6	170	5	18	30	22	15	13	11	0	20	14				40	120				2	1	1	1	2														100	1	3	32640	100	1	2	32640													1						1								1																						1																		15	25							10																																										25																																																																																																																					10000																																																										1																																																																																																																			
775	Tartarian Titan	299											1		0	1	6	6	180	4	18	30	24	12	11	9	0	20	14				40	120				2	1	1	1	2														100	1	3	32640	100	2	2	32640													1														1																						1																		15	25							10																																										25																																																																																																																					10000																																																										1																																																																																																																			
776	Tartarian Monstrum	144	29										1		0	1	6	6	310	6	18	30	27	13	11	9	0	20	15				40	40				0	1	0	0	2														100	2	2	32640																	1														1		1																				1																		15	25							10																																										25																																																																																																																					10000																																																										1																																																																																																																			
777	Tartarian Monstra	92	92										1		0	1	6	6	220	8	18	30	21	14	9	11	0	20	7				40	40				2	1	1	0	2														100	2	2	32640	100	2	1	32640													1										1				1																						1																		15	25							10																																										25																																																																																																																					10000																																																										1																																																	1																																																																		
778	Divine Mummy	116											1		0	1	6	6	195	8	18	30	26	13	10	9	0	20	12				40	120				2	1	1	1	2																																		1																																				1																	-10	15	25							5								10											1																																																																																																																																												10000																																																										1																																																																																																																			
779	Rams-Headed Serpent	300											1		10000	1	6	6	150	14	18	30	24	13	10	10	2	14	10				80					0	1	0	0	2	1	80	2								2																														1																								1													3											15				3															10																																									50																																							2							549	2228																																																											10000																																																																																																																																																																													
780	Lord of the Hunt	120											1		0	1	6	6	90	8	18	30	25	12	12	12	2	3	18				120				1000	2	1	1	1	2	1							1			5																														1																40																					3															5				6																																																																												1	Herne																									1769																																																								10000																																																																																																																																																																													
