record_id	effect_number	duration	ritual	object_type	raw_argument	modifiers_mask	range_base	range_per_level	range_strength_divisor	area_base	area_per_level	area_battlefield_pct	end
516	2		0	Spell	2012	96	25	5	0	1	0		
517	91		1	Spell	15	96	0	0	0	0	0		
518	81		0	Spell	70	0	0	0	0	0	0		
519	2	5	0	Spell	1	640	30	0	0	1	1		
520	2		0	Spell	1014	2199023255616	25	5	0	1	0		
521	2		0	Spell	2023	549755813888	25	5	0	0	0		
522	48		1	Spell	4	8388608	0	0	0	0	0		
523	27		0	Spell	999	8536192	100	0	0	0	0		
524	13		0	Spell	10	537526400	25	5	0	1	0		
525	2		0	Spell	1008	8933504	25	5	0	0	0		
526	11	6	0	Spell	1024	545919104	30	0	0	1	1		
527	24		0	Spell	1005	96	30	5	0	3	10		
528	2	4	0	Spell	6	96	30	0	0	0	1		
529	22		1	Spell	0	8388608	0	0	0	0	0		
530	42		1	Spell	13	0	0	0	0	0	0		
531	2		0	Spell	2020	2176	100	0	0	1	0		
532	42		1	Spell	7	0	0	0	0	0	0		
533	2		0	Spell	2011	41959424	30	5	0	0	0		
534	2		0	Spell	12	2199023255616	30	0	0	1	1		
535	2		0	Spell	14	1099580833792	20	5	0	0	0		
536	2		0	Spell	1019	8392768	30	5	0	1	0		
537	74		0	Spell	1018	9064576	28	1	0	0	0		
538	2		0	Spell	2013	64	25	5	0	0	0		
539	7		0	Spell	2001	8320	10	5	0	3	0		
540	2		0	Spell	15	96	30	0	0	0	1		
541	2		0	Spell	2018	576460752303423584	15	5	0	1	0		
542	2		0	Spell	10	96	0	0	0	6	0		
543	2		0	Spell	1014	512	30	0	0	2	1		
544	134		0	Spell	5	8390784	20	0	0	0	0		
545	81		0	Spell	1	0	0	0	0	0	0		
546	2		0	Spell	8	70368747323456	0	0	0	0	0	100	
547	2		0	Spell	20	3145792	0	0	0	0	0	10	
548	2		0	Spell	150	549755813888	100	0	0	1	0		
549	3		0	Spell	25	2305843009213694016	35	0	0	5	0		
550	601		0	Spell	261	8519808	35	5	0	1	0		
551	2		0	Spell	1005	8405136	20	0	0	0	0		
552	2		0	Spell	1018	8933504	25	5	0	4	1		
553	7	4	0	Spell	1	8396928	30	0	0	1	1		
554	13	4	0	Spell	2	536871040	30	0	0	6	1		
555	2		0	Spell	1012	96	5	1	0	15	0		
556	81		0	Spell	34	0	0	0	0	0	0		
557	81		1	Spell	16	8388608	0	0	0	0	0		
558	2		0	Spell	1003	136	20	5	0	2	1		
559	2		0	Spell	1020	549755813888	30	0	0	2	1		
560	57		1	Spell	999	8405120	0	0	0	0	0		
561	2		0	Spell	10	8392832	25	5	0	1	1		
562	81		1	Spell	14	8388608	0	0	0	0	0		
563	74		0	Spell	1012	9048192	27	1	0	1	0		
564	2		0	Spell	1052	64	30	5	0	1	0		
565	81		0	Spell	12	0	0	0	0	0	0		
566	72		0	Spell	5025	36028797564752000	25	5	0	1	0		
567	81		0	Spell	25	0	0	0	0	0	0		
568	2		0	Spell	18	1099511627776	30	0	0	0	11		
569	41		1	Spell	8	8405632	0	0	0	0	0		
570	81		0	Spell	11	0	0	0	0	0	0		
571	2		0	Spell	1004	8390784	25	0	0	50	0		
572	81		0	Spell	102	562949953421312	0	0	0	0	0		
573	2		0	Spell	1013	274877906944	25	5	0	0	0		
574	2		0	Spell	1014	8392768	25	5	0	0	0		
575	2	4	0	Spell	1002	528512	30	0	0	1	2		
576	11		0	Spell	256	16777216	0	0	0	0	0	100	
577	23		0	Spell	17179869184	536887296	0	0	0	0	0	100	
578	2		0	Spell	2030	96	100	0	0	1	0		
579	81		1	Spell	41	8388608	0	0	0	0	0		
580	81		1	Spell	47	41943040	0	0	0	0	0		
581	81		0	Spell	3	8388608	0	0	0	0	0		
582	74		0	Spell	1011	9048192	20	2	0	0	1		
583	41		1	Spell	1010	16480	0	0	0	0	0		
584	2		0	Spell	2005	96	15	5	0	40	0		
585	42		1	Spell	4	0	0	0	0	0	0		
586	134		0	Spell	1002	8390784	25	0	0	0	0		
587	2		0	Spell	10	640	15	5	0	0	5		
588	42		1	Spell	10	8388608	0	0	0	0	0		
589	81		0	Spell	103	0	0	0	0	0	0		
590	81		1	Spell	79	8388608	0	0	0	0	0		
591	117		1	Spell	1014	8388608	0	0	0	0	0		
592	23		0	Spell	16384	8404992	0	0	0	0	0		
593	10		0	Spell	4	8404992	0	5	0	1	0		
594	11		0	Spell	131072	8409088	15	0	0	0	1		
595	2		0	Spell	1015	549764202497	1	0	0	0	0		
596	11		0	Spell	16384	70368752582656	20	0	0	0	0		
597	10		0	Spell	128	8388608	20	0	0	1	0		
598	2		0	Spell	5030	8405120	1	0	0	0	0		
599	10		0	Spell	274877906944	8404992	0	0	0	0	0		
600	10		0	Spell	4	8404992	0	0	0	0	0		
601	7		0	Spell	5005	8396928	1	0	0	0	0		
602	514		0	Spell	200	8404992	0	0	0	0	0		
603	10		0	Spell	16	8404992	0	0	0	0	0		
604	10		0	Spell	2	545800192	0	0	0	0	0		
605	11		0	Spell	512	16416	30	0	0	0	0		
606	504		0	Spell	201	8404992	0	0	0	0	0		
607	1		0	Spell	297	8388608	5	0	0	0	0		
608	23		0	Spell	16777216	8405120	0	0	0	0	0		
609	504		0	Spell	198	8404992	0	0	0	0	0		
610	10		0	Spell	262144	8404992	0	0	0	0	0		
611	10		0	Spell	549755813888	41959424	0	0	0	0	0		
612	504		0	Spell	199	8404992	0	0	0	0	0		
613	117		1	Spell	1009	8388608	0	0	0	0	0		
614	10		0	Spell	65536	8404992	0	0	0	0	0		
615	138		0	Spell	10	8388736	15	0	0	1	0		
616	11		0	Spell	16384	70368752582656	25	0	0	5	0		
617	23		0	Spell	1	8404992	10	0	0	1	0		
618	67		0	Spell	3	8409216	25	0	0	0	0		
619	10		0	Spell	2147483648	8404992	10	0	0	1	0		
620	2		0	Spell	1010	140737488355424	0	0	0	7	0		
621	23		1	Spell	67108864	8929280	0	0	0	0	0		
622	23		0	Spell	65536	8404992	0	0	0	0	0		
623	1		0	Spell	298	8388608	5	0	0	0	0		
624	11		0	Spell	268435456	8405504	25	0	0	1	0		
625	10		0	Spell	268435456	8404992	0	0	0	0	0		
626	10		0	Spell	16	8388608	20	0	0	1	0		
627	23		0	Spell	8	8404992	5	0	0	1	0		
628	10		0	Spell	2	545783808	10	0	0	1	0		
629	10		0	Spell	4	4194304	0	0	0	0	0	100	
630	10		0	Spell	2680059592704	8404992	0	0	0	0	0		
631	10		0	Spell	262144	8404992	20	0	0	1	0		
632	11		0	Spell	68719476736	8392704	30	0	0	1	0		
633	609		0	Spell	299	41959424	25	0	0	1	0		
634	42		1	Spell	3	8388608	0	0	0	0	0		
635	10		0	Spell	481036338176	8404992	0	0	0	0	0		
636	138		0	Spell	5	8388736	30	0	0	6	0		
637	11		0	Spell	32	25427968	0	0	0	0	0	100	
638	42		1	Spell	9	8388608	0	0	0	0	0		
639	37		1	Spell	-4	0	0	0	0	0	0		
640	10		0	Spell	7168	8404992	0	0	0	0	0		
641	1		0	Spell	-9	8388608	0	0	0	0	0		
642	10		0	Spell	134217728	8404992	5	0	0	1	0		
643	23		0	Spell	17179869184	545275904	0	0	0	0	0		
644	11		0	Spell	4294967296	8409088	16	2	0	1	0		
645	117		1	Spell	2016	8388608	0	0	0	0	0		
646	10		0	Spell	4096	12582912	15	0	0	15	0		
647	2		0	Spell	2012	36028797027369120	30	0	0	0	0		
648	81		0	Spell	97	0	0	0	0	0	0		
649	1		0	Spell	297	8388608	0	1	0	0	0		
650	10		0	Spell	1024	12582912	15	0	0	15	0		
651	2		0	Spell	999	10489856	25	0	0	1	0		
652	10		0	Spell	2048	12582912	15	0	0	15	0		
653	2		0	Spell	1012	70368752566336	15	5	0	4	1		
654	10		0	Spell	268435456	8404992	15	0	0	1	0		
655	96		0	Spell	5020	8405120	15	0	0	0	0		
656	42		1	Spell	5	0	0	0	0	0	0		
657	67		0	Spell	2	8392832	25	0	0	2	2		
658	23		0	Spell	2	8404992	0	0	0	0	0		
659	103		0	Spell	1010	545276032	30	0	0	0	0		
660	10		0	Spell	16	12582912	10	0	0	5	0		
661	81		1	Spell	46	0	0	0	0	0	0		
662	11		0	Spell	4096	8409088	20	0	0	0	0		
663	42		1	Spell	16	0	0	0	0	0	0		
664	2		0	Spell	1006	41959584	30	0	0	1	0		
665	1		0	Spell	448	8388608	5	0	0	0	0		
666	2		0	Spell	2008	36028797564240512	20	5	0	0	0		
667	10		0	Spell	2680059592704	8404992	15	0	0	5	0		
668	1		1	Spell	1983	0	0	0	0	0	0		
669	117		1	Spell	2011	8388608	0	0	0	0	0		
670	11		0	Spell	2199023255552	8388608	0	0	0	0	0	100	
671	99		0	Spell	999	8388736	30	0	0	1	0		
672	1		1	Spell	924	0	0	0	0	0	0		
673	28		0	Spell	999	8409232	25	0	0	0	0		
674	10		0	Spell	2	549994496	15	0	0	5	0		
675	10		0	Spell	274877906944	140737500954624	0	0	0	0	0	100	
676	23		0	Spell	2048	8404992	0	0	0	0	0		
677	81		0	Spell	77	0	0	0	0	0	0		
678	10		0	Spell	2147483648	8404992	10	0	0	10	0		
679	23		0	Spell	134217728	16384	0	0	0	0	0		
680	38		1	Spell	297	8388608	0	0	0	0	0		
681	23		0	Spell	65536	12582912	1	0	0	0	0	100	
682	2		0	Spell	999	25165824	30	0	0	3	0		
683	609		0	Spell	299	41959424	25	0	0	0	2		
684	81		1	Spell	28	8388608	0	0	0	0	0		
685	10		0	Spell	65536	12582912	15	0	0	25	0		
686	82		1	Spell	69	8388608	0	0	0	0	0		
687	11		0	Spell	2	8650752	0	0	0	0	0	100	
688	2		0	Spell	3	10485888	0	0	0	0	0	100	
689	54		0	Spell	2222	546197504	25	0	0	0	0		
690	1		0	Spell	-9	0	0	0	0	0	0		
691	44		1	Spell	1	545783808	0	0	0	0	0		
692	10		0	Spell	16	12582912	1	0	0	0	0	100	
693	11		0	Spell	512	16416	30	0	0	10	0		
694	10		0	Spell	4096	12582912	0	0	0	0	0	100	
695	81		1	Spell	53	8388608	0	0	0	0	0		
696	10		0	Spell	262144	8404992	20	0	0	7	1		
697	10		0	Spell	1024	12582912	0	0	0	0	0	100	
698	63		1	Spell	24	8388608	0	0	0	0	0		
699	70		1	Spell	-25125	8388608	0	0	0	0	0		
700	10		0	Spell	2048	12582912	0	0	0	0	0	100	
701	10		0	Spell	2	549978112	0	0	0	0	0	100	
702	133		0	Spell	104	8392704	0	0	0	0	0		
703	2		0	Spell	999	36028797027373184	30	0	0	0	0		
704	54		0	Spell	549	546197504	25	0	0	4	2		
705	10		0	Spell	268436480	12582912	0	0	0	0	0	100	
706	10		0	Spell	335544320	12582912	0	0	0	0	0	100	
707	28		0	Spell	999	25428112	0	0	0	0	0	100	
708	25		1	Spell	0	8388608	0	0	0	0	0		
709	81		1	Spell	56	8388608	0	0	0	0	0		
710	11		0	Spell	4297064448	8671232	0	0	0	0	0	100	
711	1		1	Spell	2526	0	0	0	0	0	0		
712	11		0	Spell	64	8404992	20	0	0	1	0		
713	68		1	Spell	403	8388608	0	0	0	0	0		
714	1		1	Spell	1064	8388608	0	0	0	0	0		
715	1		1	Spell	2185	0	0	0	0	0	0		
716	11		0	Spell	2	8404992	50	0	0	0	0		
717	21		1	Spell	434	8388608	0	0	0	0	0		
718	1		1	Spell	2225	0	0	0	0	0	0		
719	23		0	Spell	8192	16384	0	0	0	0	0		
720	23		0	Spell	524288	41959424	0	0	0	0	0		
721	1		1	Spell	2135	0	0	0	0	0	0		
722	1		1	Spell	676	8388608	0	0	0	0	0		
723	1		1	Spell	2226	0	0	0	0	0	0		
724	1		1	Spell	284	0	0	0	0	0	0		
725	1		1	Spell	403	0	0	0	0	0	0		
726	23		0	Spell	262144	16384	0	0	0	0	0		
727	1		0	Spell	597	0	1	0	0	0	0		
728	1		1	Spell	524	0	0	0	0	0	0		
729	1		0	Spell	570	0	1	0	0	0	0		
730	37		1	Spell	517	0	0	0	0	0	0		
731	1		1	Spell	1412	0	0	0	0	0	0		
732	1		0	Spell	411	8388608	1	0	0	0	0		
733	1		1	Spell	438	41943040	0	0	0	0	0		
734	1		1	Spell	2231	0	0	0	0	0	0		
735	1		1	Spell	2512	0	0	0	0	0	0		
736	23		0	Spell	4096	8404992	0	0	0	0	0		
737	1		0	Spell	496	8388608	1	0	0	0	0		
738	1		1	Spell	2514	8388608	0	0	0	0	0		
739	23		0	Spell	128	8404992	0	0	0	0	0		
740	48		1	Spell	5	8388608	0	0	0	0	0		
741	1		1	Spell	533	8388608	0	0	0	0	0		
742	21		1	Spell	185	8388608	0	0	0	0	0		
743	1		1	Spell	694	0	0	0	0	0	0		
744	1		1	Spell	628	0	0	0	0	0	0		
745	1		1	Spell	1140	0	0	0	0	0	0		
746	1		1	Spell	361	0	0	0	0	0	0		
747	1		1	Spell	2976	41943040	0	0	0	0	0		
748	1		1	Spell	3009	0	0	0	0	0	0		
749	37		1	Spell	284	0	0	0	0	0	0		
750	1		1	Spell	1063	41943040	0	0	0	0	0		
751	1		1	Spell	578	0	0	0	0	0	0		
752	1		1	Spell	523	0	0	0	0	0	0		
753	1		1	Spell	2854	41943040	0	0	0	0	0		
754	1		1	Spell	520	0	0	0	0	0	0		
755	1		1	Spell	2131	0	0	0	0	0	0		
756	43		0	Spell	815	41943040	0	0	0	0	0		
757	48		1	Spell	2	8388608	0	0	0	0	0		
758	1		1	Spell	579	0	0	0	0	0	0		
759	1		1	Spell	565	41943040	0	0	0	0	0		
760	1		1	Spell	522	0	0	0	0	0	0		
761	81		0	Spell	40	8404992	0	0	0	0	0		
762	1		1	Spell	442	8388608	0	0	0	0	0		
763	126		0	Spell	393	8388608	0	0	0	0	0		
764	7		0	Spell	50	278937736	25	0	0	0	0		
765	1		1	Spell	362	0	0	0	0	0	0		
766	1		1	Spell	2132	0	0	0	0	0	0		
767	1		1	Spell	2196	0	0	0	0	0	0		
768	1		1	Spell	514	0	0	0	0	0	0		
769	23		0	Spell	1048576	8404992	0	0	0	0	0		
770	43		0	Spell	527	0	0	0	0	0	0		
771	1		0	Spell	594	0	1	0	0	0	0		
772	1		1	Spell	515	0	0	0	0	0	0		
773	1		0	Spell	567	0	1	0	0	0	0		
774	1		1	Spell	513	0	0	0	0	0	0		
775	49		1	Spell	100	0	0	0	0	0	0		
776	135		1	Spell	100	0	0	0	0	0	0		
777	21		1	Spell	620	0	0	0	0	0	0		
778	48		1	Spell	51	41943040	0	0	0	0	0		
779	1		0	Spell	408	8388608	1	0	0	0	0		
780	1		1	Spell	564	8388608	0	0	0	0	0		
781	1		1	Spell	511	0	0	0	0	0	0		
782	21		1	Spell	1226	8388608	0	0	0	0	0		
783	1		1	Spell	1227	8388608	0	0	0	0	0		
784	1		0	Spell	493	8388608	1	0	0	0	0		
785	1		1	Spell	512	0	0	0	0	0	0		
786	1		1	Spell	518	0	0	0	0	0	0		
787	1		1	Spell	674	8388608	0	0	0	0	0		
788	3		0	Spell	2023	8404992	25	0	0	0	0		
789	43		0	Spell	528	0	0	0	0	0	0		
790	21		1	Spell	998	8388608	0	0	0	0	0		
791	115		1	Spell	999	8388608	0	0	0	0	0		
792	81		0	Spell	88	0	0	0	0	0	0		
793	1		1	Spell	932	0	0	0	0	0	0		
794	1		1	Spell	2219	0	0	0	0	0	0		
795	21		1	Spell	559	0	0	0	0	0	0		
796	98		1	Spell	1	0	0	0	0	0	0		
797	1		1	Spell	2130	0	0	0	0	0	0		
798	85		1	Spell	99	8388608	0	0	0	0	0		
799	1		1	Spell	814	0	0	0	0	0	0		
800	21		1	Spell	2626	0	0	0	0	0	0		
801	1		1	Spell	1381	0	0	0	0	0	0		
802	21		1	Spell	1040	41943040	0	0	0	0	0		
803	81		0	Spell	78	41943040	1	0	0	0	0		
804	21		1	Spell	580	8388608	0	0	0	0	0		
805	21		1	Spell	1477	8388608	0	0	0	0	0		
806	1		1	Spell	2230	0	0	0	0	0	0		
807	21		1	Spell	519	0	0	0	0	0	0		
808	48		1	Spell	55	8388608	0	0	0	0	0		
809	21		1	Spell	737	8388608	0	0	0	0	0		
810	21		1	Spell	329	8388608	0	0	0	0	0		
811	1		1	Spell	566	8388608	0	0	0	0	0		
812	21		1	Spell	2220	0	0	0	0	0	0		
813	1		1	Spell	2229	0	0	0	0	0	0		
814	1		0	Spell	592	0	1	0	0	0	0		
815	1		1	Spell	394	0	0	0	0	0	0		
816	42		1	Spell	8	0	0	0	0	0	0		
817	21		1	Spell	609	0	0	0	0	0	0		
818	1		0	Spell	596	0	1	0	0	0	0		
819	1		0	Spell	569	0	1	0	0	0	0		
820	1		1	Spell	1234	41943040	0	0	0	0	0		
821	1		0	Spell	410	8388608	1	0	0	0	0		
822	1		1	Spell	1290	0	0	0	0	0	0		
823	1		0	Spell	495	8388608	1	0	0	0	0		
824	21		1	Spell	439	0	0	0	0	0	0		
825	21		1	Spell	491	8388608	0	0	0	0	0		
826	21		1	Spell	181	8388608	0	0	0	0	0		
827	68		1	Spell	403	0	0	0	0	0	0		
828	21		1	Spell	931	0	0	0	0	0	0		
829	63		1	Spell	9	41943040	0	0	0	0	0		
830	89		1	Spell	8	0	0	0	0	0	0		
831	89		1	Spell	7	0	0	0	0	0	0		
832	89		1	Spell	6	41943040	0	0	0	0	0		
833	81		1	Spell	52	41943040	0	0	0	0	0		
834	50		1	Spell	493	8388608	0	0	0	0	0		
835	89		1	Spell	4	8388608	0	0	0	0	0		
836	62		1	Spell	392	0	0	0	0	0	0		
837	81		1	Spell	33	8388608	0	0	0	0	0		
838	89		1	Spell	9	0	0	0	0	0	0		
839	93		1	Spell	994	0	0	0	0	0	0		
840	23		1	Spell	1073741824	8388608	0	0	0	0	0		
841	11		0	Spell	64	8650752	20	0	0	2	2		
842	21		1	Spell	627	0	0	0	0	0	0		
843	81		1	Spell	80	8388608	0	0	0	0	0		
844	81		1	Spell	90	0	0	0	0	0	0		
845	1		1	Spell	2251	0	0	0	0	0	0		
846	1		1	Spell	521	8388608	0	0	0	0	0		
847	38		1	Spell	189	8388608	0	0	0	0	0		
848	1		1	Spell	533	0	0	0	0	0	0		
849	76		1	Spell	10	0	0	0	0	0	0		
850	1		1	Spell	925	0	0	0	0	0	0		
851	81		1	Spell	75	8388608	0	0	0	0	0		
852	81		1	Spell	24	0	0	0	0	0	0		
853	1		1	Spell	534	0	0	0	0	0	0		
854	1		1	Spell	2321	0	0	0	0	0	0		
855	10		0	Spell	64	12582912	15	0	0	25	0		
856	1		1	Spell	313	0	0	0	0	0	0		
857	1		1	Spell	982	0	0	0	0	0	0		
858	1		1	Spell	475	0	0	0	0	0	0		
859	1		1	Spell	476	0	0	0	0	0	0		
860	1		1	Spell	314	0	0	0	0	0	0		
861	10		0	Spell	524288	12582912	15	0	0	25	0		
862	81		1	Spell	20	8388608	0	0	0	0	0		
863	1		1	Spell	532	0	0	0	0	0	0		
864	21		1	Spell	471	8388608	0	0	0	0	0		
865	1		1	Spell	760	0	0	0	0	0	0		
866	1		1	Spell	531	0	0	0	0	0	0		
867	81		1	Spell	51	8388608	0	0	0	0	0		
868	1		1	Spell	781	8388608	0	0	0	0	0		
869	21		1	Spell	1099	8388608	0	0	0	0	0		
870	509		0	Spell	198	8404992	0	0	0	0	0		
871	23		0	Spell	4	12583040	0	0	0	0	0		
872	509		0	Spell	199	8404992	0	0	0	0	0		
873	509		0	Spell	201	8404992	0	0	0	0	0		
874	10		0	Spell	67108864	8404992	0	0	0	0	0		
875	1		0	Spell	-2	8388608	5	0	0	0	0		
876	1		0	Spell	-3	8388608	5	0	0	0	0		
877	1		1	Spell	-2	8388608	0	0	0	0	0		
878	524		0	Spell	200	8404992	0	0	0	0	0		
879	13		0	Spell	10020	545259648	1	0	0	1	0		
880	10		0	Spell	131072	16384	0	0	0	0	0		
881	23		0	Spell	32	41959424	0	0	0	0	0		
882	10		0	Spell	8192	8404992	0	0	0	0	0		
883	10		0	Spell	549755813888	16384	0	0	0	0	0		
884	21		1	Spell	188	0	0	0	0	0	0		
885	23		0	Spell	4	12583040	15	0	0	0	1		
886	10		0	Spell	32	545275904	0	0	0	0	0		
887	23		0	Spell	32768	16384	0	0	0	0	0		
888	10		0	Spell	131072	16384	10	0	0	1	0		
889	40		1	Spell	8	8405120	0	0	0	0	0		
890	1		1	Spell	817	8388608	0	0	0	0	0		
891	10		0	Spell	128	12582912	15	0	0	25	0		
892	23		0	Spell	268435456	8404992	0	0	0	0	0		
893	1		0	Spell	-2	8388608	5	0	0	0	0		
894	21		1	Spell	396	0	0	0	0	0	0		
895	10		0	Spell	32	545275904	15	0	0	1	0		
896	13		0	Spell	10020	545259648	15	0	0	1	0		
897	10		0	Spell	8388608	4194304	0	0	0	0	0	100	
898	1		1	Spell	2134	8388608	0	0	0	0	0		
899	95		1	Spell	1	0	0	0	0	0	0		
900	1		1	Spell	2159	0	0	0	0	0	0		
901	13		0	Spell	2	549585024	0	0	0	0	0	100	
902	10		0	Spell	67108864	12582912	0	0	0	0	0	100	
903	1		0	Spell	-3	8388608	5	0	0	0	0		
904	23		1	Spell	4194304	814219264	0	0	0	0	0		
905	1		1	Spell	452	0	0	0	0	0	0		
906	23		0	Spell	4	549453952	15	0	0	25	0		
907	10		0	Spell	16777216	12599296	15	0	0	15	0		
908	10		0	Spell	1024	12582912	15	0	0	15	0		
909	10		0	Spell	2048	12599296	15	0	0	15	0		
910	1		1	Spell	768	8388608	0	0	0	0	0		
911	82		1	Spell	95	0	0	0	0	0	0		
912	10		0	Spell	4096	12582912	15	0	0	15	0		
913	81		0	Spell	2	41943040	0	0	0	0	0		
914	81		0	Spell	85	0	0	0	0	0	0		
915	1		1	Spell	2368	8388608	0	0	0	0	0		
916	23		1	Spell	8388608	8388608	0	0	0	0	0		
917	30		1	Spell	1	8388608	0	0	0	0	0		
918	81		1	Spell	15	8388608	0	0	0	0	0		
919	1		1	Spell	189	0	0	0	0	0	0		
920	1		0	Spell	-2	8388608	5	0	0	0	0		
921	79		1	Spell	1	8388608	0	0	0	0	0		
922	81		1	Spell	30	8388608	0	0	0	0	0		
923	81		0	Spell	45	8388608	0	0	0	0	0		
924	81		1	Spell	17	0	0	0	0	0	0		
925	81		0	Spell	6	0	0	0	0	0	0		
926	82		1	Spell	73	0	0	0	0	0	0		
927	10		0	Spell	8	4194304	0	0	0	0	0	100	
928	84		1	Spell	61	0	0	0	0	0	0		
929	23		0	Spell	32	46153728	15	0	0	25	0		
930	81		0	Spell	9	8388608	0	0	0	0	0		
931	82		1	Spell	62	8388608	0	0	0	0	0		
932	100		1	Spell	1	0	0	0	0	0	0		
933	81		1	Spell	35	8388608	0	0	0	0	0		
934	1		1	Spell	474	8388608	0	0	0	0	0		
935	100		1	Spell	2	0	0	0	0	0	0		
936	100		1	Spell	3	0	0	0	0	0	0		
937	2		0	Spell	999	8409104	25	0	0	0	0		
938	82		1	Spell	64	8388608	0	0	0	0	0		
939	81		0	Spell	4	8388608	0	0	0	0	0		
940	1		1	Spell	535	0	0	0	0	0	0		
941	1		1	Spell	1388	0	0	0	0	0	0		
942	81		0	Spell	84	8388608	0	0	0	0	0		
943	82		1	Spell	60	0	0	0	0	0	0		
944	10		0	Spell	131072	4194304	0	0	0	0	0	100	
945	81		1	Spell	43	8388608	0	0	0	0	0		
946	84		1	Spell	105	8388608	0	0	0	0	0		
947	81		1	Spell	48	0	0	0	0	0	0		
948	81		0	Spell	21	0	0	0	0	0	0		
949	81		1	Spell	54	0	0	0	0	0	0		
950	37		1	Spell	-3	8388608	0	0	0	0	0		
951	10		0	Spell	2097152	12713984	0	0	0	0	0	100	
952	26		1	Spell	398	0	0	0	0	0	0		
953	1		1	Spell	1235	41943040	0	0	0	0	0		
954	10		0	Spell	16777216	12582912	0	0	0	0	0	100	
955	114		1	Spell	11	0	0	0	0	0	0		
956	84		1	Spell	66	8388608	0	0	0	0	0		
957	10		0	Spell	1024	12582912	0	0	0	0	0	100	
958	10		0	Spell	4096	12582912	0	0	0	0	0	100	
959	10		0	Spell	2048	12582912	0	0	0	0	0	100	
960	81		0	Spell	71	0	0	0	0	0	0		
961	81		1	Spell	18	8388608	0	0	0	0	0		
962	21		1	Spell	178	0	0	0	0	0	0		
963	11		0	Spell	256	8392720	0	0	0	0	0	100	
964	10		0	Spell	32	549453824	0	0	0	0	0	100	
965	81		1	Spell	55	0	0	0	0	0	0		
966	81		1	Spell	59	8388608	0	0	0	0	0		
967	81		0	Spell	83	8388608	0	0	0	0	0		
968	81		1	Spell	19	8388608	0	0	0	0	0		
969	81		0	Spell	96	8388608	0	0	0	0	0		
970	37		1	Spell	-2	8388608	0	0	0	0	0		
971	10		0	Spell	16784384	12599296	0	0	0	0	0	100	
972	81		1	Spell	27	8388608	0	0	0	0	0		
973	500		0	Spell	250	537399424	30	0	0	1	0		
974	2		0	Spell	1015	549764202497	50	0	0	0	0		
975	20		0	Spell	30	8404992	0	0	0	0	0		
976	10		0	Spell	536870912	8404992	0	0	0	0	0		
977	10		0	Spell	1073741824	8404992	0	0	0	0	0		
978	600		0	Spell	261	8536064	50	0	0	0	0		
979	2		0	Spell	2020	276824200	30	0	0	1	0		
980	11		0	Spell	256	8392704	25	0	0	0	0		
981	4		0	Spell	6	8388736	50	0	0	1	0		
982	128		0	Spell	100	8540288	15	0	0	0	0		
983	11		0	Spell	1	545796096	25	0	0	1	0		
984	11		0	Spell	2	8404992	50	0	0	0	0		
985	11		0	Spell	65536	16416	20	0	0	0	0		
986	3		0	Spell	5035	537481344	30	0	0	0	0		
987	85		1	Spell	36	0	0	0	0	0	0		
988	15		0	Spell	1	12599424	0	0	0	0	0		
989	2		0	Spell	1010	8540288	100	0	0	0	0		
990	11		0	Spell	1024	545935488	35	0	0	0	0		
991	11		0	Spell	128	8540160	30	0	0	0	0		
992	48		1	Spell	0	0	0	0	0	0	0		
993	2		0	Spell	3005	36028797556428928	30	0	0	1	0		
994	10		0	Spell	67108864	8536064	25	0	0	1	0		
995	85		1	Spell	36	8388608	0	0	0	0	0		
996	19		1	Spell	1	8388608	0	0	0	0	0		
997	48		1	Spell	6	8388608	0	0	0	0	0		
998	4		0	Spell	3	8650880	30	0	0	1	2		
999	11		0	Spell	65536	16416	30	0	0	0	1		
1000	48		1	Spell	1	0	0	0	0	0	0		
1001	500		0	Spell	250	537399424	30	0	0	5	0		
1002	48		1	Spell	3	8388608	0	0	0	0	0		
1003	66		0	Spell	9042	8540288	100	0	0	0	0		
1004	53		1	Spell	999	9048064	0	0	0	0	0		
1005	4		0	Spell	5	8388736	30	0	0	2	1		
1006	10		0	Spell	256	140738037940352	20	0	0	1	0		
1007	10		0	Spell	256	281474989293696	20	0	0	1	1		
1008	11		0	Spell	17179869184	281474985119744	30	0	0	1	0		
1009	131		1	Spell	1	545259520	0	0	0	0	0		
1010	42		1	Spell	2	8388608	0	0	0	0	0		
1011	132		1	Spell	1	576460752840294400	0	0	0	0	0		
1012	112		1	Spell	20	160	0	0	0	0	0		
1013	11		0	Spell	17179869184	8540160	30	0	0	1	0		
1014	2		0	Spell	999	8540544	100	0	0	0	0		
1015	21		1	Spell	473	8388608	0	0	0	0	0		
1016	80		1	Spell	1	8388608	0	0	0	0	0		
1017	2	3	0	Spell	6	4160	30	0	0	0	1		
1018	81		1	Spell	29	8388608	0	0	0	0	0		
1019	28		0	Spell	999	277090440	25	0	0	1	0		
1020	29		0	Spell	999	281474985119744	20	0	0	0	0		
1021	81		0	Spell	92	0	1	0	0	0	0		
1022	81		0	Spell	13	8388608	0	0	0	0	0		
1023	39		1	Spell	1	8519680	0	0	0	0	0		
1024	86		1	Spell	72	8388608	0	0	0	0	0		
1025	28		0	Spell	999	8540288	100	0	0	0	0		
1026	92		1	Spell	2052	8388608	0	0	0	0	0		
